est,learning_rate,max_depth,quality
10,0.001,60,0.5480688832098328
10,0.001,70,0.5480688832098328
10,0.001,80,0.5480688832098328
10,0.001,90,0.5480688832098328
10,0.001,100,0.5480688832098328
10,0.001,110,0.5480688832098328
10,0.001,120,0.5480688832098328
10,0.001,130,0.5480688832098328
10,0.001,140,0.5480688832098328
20,0.001,1,0.5471706053696157
20,0.001,2,0.5471467685527454
20,0.001,3,0.5471332635655702
20,0.001,4,0.5470767452392283
20,0.001,5,0.5470436079012306
20,0.001,6,0.5470039347291283
20,0.001,7,0.5469591386506344
20,0.001,8,0.5469092343262479
20,0.001,9,0.5468967553933751
20,0.001,10,0.5468706547762496
20,0.001,15,0.5468668090557706
20,0.001,20,0.546757279057473
20,0.001,25,0.5467742700759703
20,0.001,30,0.5467975283417287
20,0.001,35,0.5467030257206842
20,0.001,40,0.5467091738825203
20,0.001,45,0.5467112566801029
20,0.001,50,0.54669258365728
20,0.001,60,0.5466791030857339
20,0.001,70,0.5466791030857339
20,0.001,80,0.5466791030857339
20,0.001,90,0.5466791030857339
20,0.001,100,0.5466791030857339
20,0.001,110,0.5466791030857339
20,0.001,120,0.5466791030857339
20,0.001,130,0.5466791030857339
20,0.001,140,0.5466791030857339
30,0.001,1,0.546039067671333
30,0.001,2,0.5460073119423623
30,0.001,3,0.5459903611179844
30,0.001,4,0.5459138546244876
30,0.001,5,0.5458563636476503
30,0.001,6,0.5457871107756036
30,0.001,7,0.5457221316845399
30,0.001,8,0.5456548785590295
30,0.001,9,0.5456206342528109
30,0.001,10,0.5456000872269672
30,0.001,15,0.5455828266157935
30,0.001,20,0.5454229938379056
30,0.001,25,0.545475457445385
30,0.001,30,0.5454866049575883
30,0.001,35,0.5453802836400746
30,0.001,40,0.5453652762408322
30,0.001,45,0.5453734081159809
30,0.001,50,0.5453565196441547
30,0.001,60,0.5453431864376321
30,0.001,70,0.5453431864376321
30,0.001,80,0.5453431864376321
30,0.001,90,0.5453431864376321
30,0.001,100,0.5453431864376321
30,0.001,110,0.5453431864376321
30,0.001,120,0.5453431864376321
30,0.001,130,0.5453431864376321
30,0.001,140,0.5453431864376321
40,0.001,1,0.5449019471254426
40,0.001,2,0.5448704471712746
40,0.001,3,0.5448572793466712
40,0.001,4,0.5447736915145178
40,0.001,5,0.544681138736311
40,0.001,6,0.5446005471748399
40,0.001,7,0.5445038006036618
40,0.001,8,0.5444070129719553
40,0.001,9,0.54437735144563
40,0.001,10,0.5443404838613328
40,0.001,15,0.5443224216441831
40,0.001,20,0.5441672864878275
40,0.001,25,0.544235451042912
40,0.001,30,0.5442310824221784
40,0.001,35,0.5440957476817222
40,0.001,40,0.5440874210138229
40,0.001,45,0.5440752314545575
40,0.001,50,0.544053952079532
40,0.001,60,0.5440449202054006
40,0.001,70,0.5440449202054006
40,0.001,80,0.5440449202054006
40,0.001,90,0.5440449202054006
40,0.001,100,0.5440449202054006
40,0.001,110,0.5440449202054006
40,0.001,120,0.5440449202054006
40,0.001,130,0.5440449202054006
40,0.001,140,0.5440449202054006
50,0.001,1,0.543769938285459
50,0.001,2,0.5437376939251585
50,0.001,3,0.543742605133006
50,0.001,4,0.5436403667899292
50,0.001,5,0.5435156691353691
50,0.001,6,0.5434315139061687
50,0.001,7,0.543346376574898
50,0.001,8,0.5432154840792257
50,0.001,9,0.5431697297778811
50,0.001,10,0.5431267249965938
50,0.001,15,0.5431627625281015
50,0.001,20,0.5429629194049638
50,0.001,25,0.5430637763122453
50,0.001,30,0.5430520343461644
50,0.001,35,0.542911191489712
50,0.001,40,0.542885714337189
50,0.001,45,0.5428540658738918
50,0.001,50,0.5428324198348219
50,0.001,60,0.5428332343188118
50,0.001,70,0.5428332343188118
50,0.001,80,0.5428332343188118
50,0.001,90,0.5428332343188118
50,0.001,100,0.5428332343188118
50,0.001,110,0.5428332343188118
50,0.001,120,0.5428332343188118
50,0.001,130,0.5428332343188118
50,0.001,140,0.5428332343188118
60,0.001,1,0.5426490616749762
60,0.001,2,0.5426091139094942
60,0.001,3,0.5426221392615814
60,0.001,4,0.5424957549075804
60,0.001,5,0.5423678174741418
60,0.001,6,0.5422802165546011
60,0.001,7,0.5422199126866962
60,0.001,8,0.5420473647131435
60,0.001,9,0.541974571169637
60,0.001,10,0.5419726420041672
60,0.001,15,0.5420376772589389
60,0.001,20,0.5418340840946269
60,0.001,25,0.5419679512489931
60,0.001,30,0.5419419260406303
60,0.001,35,0.5417798782651778
60,0.001,40,0.5417307594079379
60,0.001,45,0.5416905649487209
60,0.001,50,0.5416874412961384
60,0.001,60,0.5416936123780275
60,0.001,70,0.5416936123780275
60,0.001,80,0.5416936123780275
60,0.001,90,0.5416936123780275
60,0.001,100,0.5416936123780275
60,0.001,110,0.5416936123780275
60,0.001,120,0.5416936123780275
60,0.001,130,0.5416936123780275
60,0.001,140,0.5416936123780275
70,0.001,1,0.5415392077799868
70,0.001,2,0.5414916710741552
70,0.001,3,0.5415153776813402
70,0.001,4,0.5413761480760121
70,0.001,5,0.5412361235280899
70,0.001,6,0.5411701895737604
70,0.001,7,0.5411217520607055
70,0.001,8,0.5409195839933352
70,0.001,9,0.5408188953235595
70,0.001,10,0.5408617823644827
70,0.001,15,0.54097247569211
70,0.001,20,0.5408134397246447
70,0.001,25,0.5409482205903767
70,0.001,30,0.5409164076978032
70,0.001,35,0.5407086986776058
70,0.001,40,0.5406480800453648
70,0.001,45,0.5406134773171127
70,0.001,50,0.5406368648398513
70,0.001,60,0.5406306406864816
70,0.001,70,0.5406306406864816
70,0.001,80,0.5406306406864816
70,0.001,90,0.5406306406864816
70,0.001,100,0.5406306406864816
70,0.001,110,0.5406306406864816
70,0.001,120,0.5406306406864816
70,0.001,130,0.5406306406864816
70,0.001,140,0.5406306406864816
80,0.001,1,0.5404402681642353
80,0.001,2,0.5404016164413782
80,0.001,3,0.5404316507626564
80,0.001,4,0.540263696280168
80,0.001,5,0.5401196998707622
80,0.001,6,0.5400576655602617
80,0.001,7,0.5400355932090048
80,0.001,8,0.5398306200576319
80,0.001,9,0.5397043723136375
80,0.001,10,0.5397692401502278
80,0.001,15,0.5399291507387083
80,0.001,20,0.5398200214887172
80,0.001,25,0.5399591937268249
80,0.001,30,0.5399171458443837
80,0.001,35,0.5396914394101483
80,0.001,40,0.5396162758495295
80,0.001,45,0.5395591782737292
80,0.001,50,0.5395964436072876
80,0.001,60,0.5395973714277885
80,0.001,70,0.5395973714277885
80,0.001,80,0.5395973714277885
80,0.001,90,0.5395973714277885
80,0.001,100,0.5395973714277885
80,0.001,110,0.5395973714277885
80,0.001,120,0.5395973714277885
80,0.001,130,0.5395973714277885
80,0.001,140,0.5395973714277885
90,0.001,1,0.5393521354586985
90,0.001,2,0.5393239344096482
90,0.001,3,0.5393657767310734
90,0.001,4,0.5391831064612818
90,0.001,5,0.5390364568832179
90,0.001,6,0.5389717513991668
90,0.001,7,0.5389731120503167
90,0.001,8,0.538786757995156
90,0.001,9,0.5386270287512047
90,0.001,10,0.5386829154358174
90,0.001,15,0.5389163121813262
90,0.001,20,0.5388754631620727
90,0.001,25,0.5390063270564935
90,0.001,30,0.5389865218990081
90,0.001,35,0.5387362084585692
90,0.001,40,0.5386266168105301
90,0.001,45,0.5385800071553172
90,0.001,50,0.5386273342430933
90,0.001,60,0.538631485057336
90,0.001,70,0.538631485057336
90,0.001,80,0.538631485057336
90,0.001,90,0.538631485057336
90,0.001,100,0.538631485057336
90,0.001,110,0.538631485057336
90,0.001,120,0.538631485057336
90,0.001,130,0.538631485057336
90,0.001,140,0.538631485057336
100,0.001,1,0.5382747033508726
100,0.001,2,0.5382653646111295
100,0.001,3,0.5383160837536017
100,0.001,4,0.5381194972608033
100,0.001,5,0.5379751813950716
100,0.001,6,0.5379064914074851
100,0.001,7,0.537945509175157
100,0.001,8,0.5377354760521037
100,0.001,9,0.5376066186518371
100,0.001,10,0.5376336673807113
100,0.001,15,0.5379515370838672
100,0.001,20,0.5379848617931586
100,0.001,25,0.5381558069678216
100,0.001,30,0.5381345604300829
100,0.001,35,0.5378717488789101
100,0.001,40,0.5377627925812001
100,0.001,45,0.5376760059966172
100,0.001,50,0.5377191873686362
100,0.001,60,0.5377268650591689
100,0.001,70,0.5377268650591689
100,0.001,80,0.5377268650591689
100,0.001,90,0.5377268650591689
100,0.001,100,0.5377268650591689
100,0.001,110,0.5377268650591689
100,0.001,120,0.5377268650591689
100,0.001,130,0.5377268650591689
100,0.001,140,0.5377268650591689
150,0.001,1,0.5330728526055518
150,0.001,2,0.5332496921183677
150,0.001,3,0.5334236841948792
150,0.001,4,0.53307630829038
150,0.001,5,0.5328768407930016
150,0.001,6,0.5329343008024519
150,0.001,7,0.5330958723604845
150,0.001,8,0.5328682184754889
150,0.001,9,0.5328320396975957
150,0.001,10,0.5330216470064909
150,0.001,15,0.5339653283738408
150,0.001,20,0.5344439741765237
150,0.001,25,0.5346976259147428
150,0.001,30,0.5346567269397925
150,0.001,35,0.5343280810406221
150,0.001,40,0.5342062713123757
150,0.001,45,0.5341633412954744
150,0.001,50,0.5341734567324682
150,0.001,60,0.5341769937944011
150,0.001,70,0.5341769937944011
150,0.001,80,0.5341769937944011
150,0.001,90,0.5341769937944011
150,0.001,100,0.5341769937944011
150,0.001,110,0.5341769937944011
150,0.001,120,0.5341769937944011
150,0.001,130,0.5341769937944011
150,0.001,140,0.5341769937944011
200,0.001,1,0.5284049823996559
200,0.001,2,0.5286711789403162
200,0.001,3,0.528973203183809
200,0.001,4,0.528544630304634
200,0.001,5,0.5282666164895019
200,0.001,6,0.5285063471040434
200,0.001,7,0.5286271468538718
200,0.001,8,0.5285354790353957
200,0.001,9,0.5285482092071709
200,0.001,10,0.5288185687071248
200,0.001,15,0.531070794870619
200,0.001,20,0.5319368036039339
200,0.001,25,0.5323097462273032
200,0.001,30,0.5324234134499013
200,0.001,35,0.5321392464573537
200,0.001,40,0.531959134070535
200,0.001,45,0.5319405065676786
200,0.001,50,0.5319422067774152
200,0.001,60,0.5319272240253321
200,0.001,70,0.5319272240253321
200,0.001,80,0.5319272240253321
200,0.001,90,0.5319272240253321
200,0.001,100,0.5319272240253321
200,0.001,110,0.5319272240253321
200,0.001,120,0.5319272240253321
200,0.001,130,0.5319272240253321
200,0.001,140,0.5319272240253321
250,0.001,1,0.5242340583203899
250,0.001,2,0.524552685897686
250,0.001,3,0.5249102510740143
250,0.001,4,0.5244371612224404
250,0.001,5,0.524161812345634
250,0.001,6,0.5245501497187591
250,0.001,7,0.5246971355678082
250,0.001,8,0.5247451596737203
250,0.001,9,0.525020839844178
250,0.001,10,0.5251597528455936
250,0.001,15,0.5287451305435407
250,0.001,20,0.5302168933409488
250,0.001,25,0.5310233345790902
250,0.001,30,0.5311354172252828
250,0.001,35,0.531113636051527
250,0.001,40,0.5308970559062364
250,0.001,45,0.5308500671032759
250,0.001,50,0.530851942996587
250,0.001,60,0.5308347672074174
250,0.001,70,0.5308347672074174
250,0.001,80,0.5308347672074174
250,0.001,90,0.5308347672074174
250,0.001,100,0.5308347672074174
250,0.001,110,0.5308347672074174
250,0.001,120,0.5308347672074174
250,0.001,130,0.5308347672074174
250,0.001,140,0.5308347672074174
